"koi_fpflag_nt","koi_fpflag_ss","koi_fpflag_co","koi_fpflag_ec","koi_period","koi_period_err1","koi_period_err2","koi_time0bk","koi_time0bk_err1","koi_time0bk_err2","koi_impact","koi_impact_err1","koi_impact_err2","koi_duration","koi_duration_err1","koi_duration_err2","koi_depth","koi_depth_err1","koi_depth_err2","koi_prad","koi_prad_err1","koi_prad_err2","koi_teq","koi_insol","koi_insol_err1","koi_insol_err2","koi_model_snr","koi_tce_plnt_num","koi_steff","koi_steff_err1","koi_steff_err2","koi_slogg","koi_slogg_err1","koi_slogg_err2","koi_srad","koi_srad_err1","koi_srad_err2","ra","dec","koi_kepmag","koi_tce_delivnameq1_q16_tce","koi_tce_delivnameq1_q17_dr24_tce","koi_tce_delivnameq1_q17_dr25_tce"
-0.0733120241157943,-0.111429238337299,-0.0307292572367039,-0.0177359614457508,-0.0354691008146747,-0.224041563638723,0.224041563638723,0.182609930509025,-0.351756402362371,0.351756402362371,-0.0633877680202912,-0.150906474577692,-0.0466818068873325,-0.348826130118233,-0.471905711386731,0.471905711386731,-0.00711685871709114,-0.20046447243051,0.20046447243051,-0.032663987535432,-0.0327093408646578,0.0279817394888516,-0.420053281144425,-0.0496261345821316,-0.0471100629179298,0.0804811660488732,0.0972363181119519,-0.489619313080557,-1.04868460954651,0.0369300562057228,-0.101647896652919,0.67130424655831,-0.343103073394671,1.1173725474072,-0.179674829424406,-0.466353009125698,0.232074584771645,-0.676187834531635,1.00924792048942,0.750379461096116,-0.230932471104534,-0.179256090960913,0.331589257722238
-0.0733120241157943,-0.111429238337299,-0.0307292572367039,-0.0177359614457508,-0.0376325598993742,-0.224872002288091,0.224872002288091,0.159041668030138,-0.339380504605147,0.339380504605147,-0.0410165834717898,-0.135402320234618,-0.0195856889044707,-0.460103048936782,-0.448469251503863,0.448469251503863,-0.099781903203995,-0.242341633647188,0.242341633647188,-0.0333118986978217,-0.0290049374207126,0.0285629600686681,0.311471645534637,-0.0399673739384154,-0.0367137355815837,0.0693815892738065,-0.0120472816839779,-0.489619313080557,0.104532722853996,0.495100214584809,-0.501270934590947,0.609423836952327,-0.654275302807276,-0.509322587831144,-0.135809681829973,-0.0972753142107127,0.230462011647264,0.591833587139044,1.45700316481843,0.792479780037938,-0.230932471104534,-0.179256090960913,0.331589257722238
-0.0733120241157943,-0.111429238337299,-0.0307292572367039,-0.0177359614457508,-0.0228574329609308,-0.194619803687216,0.194619803687216,0.175033913733882,-0.238288006441741,0.238288006441741,-0.0144130126573558,-0.0853009325889416,0.0607994611113527,0.27176187410497,-0.2985603639648,0.2985603639648,-0.104367745405579,-0.0980980783452975,0.0980980783452975,-0.0313300527893354,-0.0310521077449981,0.0268192983292186,-0.66187970318709,-0.0507194376508213,-0.0474634461799664,0.0819368834988383,-0.128645138159163,-0.489619313080557,-0.134013501995347,-1.03213364667881,1.14934596124004,-0.0256645774248687,0.184946770457021,0.334601956014313,-0.0691996428902788,-0.265926711224845,0.141770489806338,0.0654291213831794,1.50397960614214,0.649026841421359,-0.230932471104534,-0.179256090960913,0.331589257722238
-0.0733120241157943,-0.111429238337299,-0.0307292572367039,-0.0177359614457508,-0.0216355651319523,-0.20772734207581,0.20772734207581,0.0397337924980446,-0.313994047667251,0.313994047667251,-0.270170068441574,-0.103101998686546,0.26131073418453,0.0132487315502667,-0.403496585242144,0.403496585242144,0.152456657891426,0.244674241243065,-0.244674241243065,-0.0273663609723629,-0.0331967623704401,0.0269355424451819,-0.843249519719089,-0.0511774810033556,-0.0477972310635192,0.0825884084432097,-0.0576538233310982,0.832810420380012,-0.792576699432183,-1.18485703280517,0.992971729003421,0.352131607537977,-0.173372766442342,1.2029880808408,-0.130285922503267,-0.522570141463743,0.225624292274123,-0.911839499733614,1.19271146045408,1.17060301497838,-0.230932471104534,-0.179256090960913,0.331589257722238
-0.0733120241157943,-0.111429238337299,-0.0307292572367039,-0.0177359614457508,0.000280626205533056,-0.0784487218790922,0.0784487218790922,0.53883712133893,-0.100022482047846,0.100022482047846,0.06902545944246,-0.103389112655862,-0.0593266619460014,0.510501445388402,-0.10642362078093,0.10642362078093,-0.116815031381309,0.100430685941175,-0.100430685941175,-0.0339979222815285,-0.0299797804322771,0.0283304718367415,-1.0044671344142,-0.0514043929610082,-0.0477133255056353,0.0827690292198671,-0.195764199451151,0.832810420380012,0.0196512440732483,0.495100214584809,-0.205897384810665,0.596396382298434,-0.484544995854946,-0.289168359001894,-0.146532273464168,-0.160825115984154,0.21756142665222,-1.17691347846822,1.229348059685,0.578859643184989,-0.230932471104534,-0.179256090960913,0.331589257722238
-0.0733120241157943,-0.111429238337299,-0.0307292572367039,-0.0177359614457508,-0.037338606980289,-0.225976766497443,0.225976766497443,0.165306721896092,-0.387764371551247,0.387764371551247,0.205066446561725,-0.149183790761795,0.298342095427775,-0.634803765048492,-0.521312302491155,0.521312302491155,1.46064572593064,-0.150832281358892,0.150832281358892,0.00445751082736859,-0.015552103861122,0.0137999573413291,0.494856682250325,-0.0352073799176577,-0.0389014045798416,0.06295449997108,2.71875196203557,-0.489619313080557,0.204048939355562,-1.14122177962621,1.09722121716117,-0.0582332140595959,0.0812226939861531,0.20006326061866,-0.0542530000062498,-0.180378901145213,0.132095051060056,0.157522328525022,1.29180285788803,0.719973675193689,-0.230932471104534,-0.179256090960913,0.331589257722238
-0.0733120241157943,-0.111429238337299,-0.0307292572367039,-0.0177359614457508,-0.0371423577465142,-0.225478581854868,0.225478581854868,-0.511769261704263,-0.370297582518798,0.370297582518798,0.178462875747291,-0.150762917593034,-0.208355310851741,-0.440626216115693,-0.486474321584189,0.486474321584189,-0.125503995552732,-0.398993236716982,0.398993236716982,-0.0308727037335309,-0.0304672019380594,0.0263543218653654,0.474704480413436,-0.0357568444101553,-0.0394666953092347,0.0610257281060597,0.439285380465354,-0.489619313080557,0.302101682085047,-0.552145861710245,0.436974458828772,-0.12337048732905,0.28867084692789,0.224524841599688,-0.0526283649101597,-0.21948647146733,0.11274417356749,-0.728110416388939,0.601330460533516,-1.20728536969861,-0.230932471104534,-0.179256090960913,0.331589257722238
-0.0733120241157943,-0.111429238337299,-0.0307292572367039,-0.0177359614457508,-0.037567441046943,-0.224878875154662,0.224878875154662,0.143781622039853,-0.341193822957854,0.341193822957854,-0.05250448905075,-0.145594866145343,-0.0638426816098117,-0.385918436391083,-0.447835833669191,0.447835833669191,-0.0549406416764718,-0.225280567966319,0.225280567966319,-0.0296912186727026,-0.0300772647334336,0.0278654953728883,0.496871902434014,-0.0351215846939998,-0.0395910225227415,0.0683043153558855,0.0279660048554767,-0.489619313080557,0.206975886899726,-1.14122177962621,1.09722121716117,0.166490378720027,-0.361961996389375,0.114447727185063,-0.0760231102938573,-0.241484479773522,0.214336280403459,0.912658483645683,1.96616398476757,0.801055770933495,-0.230932471104534,-0.179256090960913,0.331589257722238
-0.0733120241157943,-0.111429238337299,-0.0307292572367039,-0.0177359614457508,-0.0280501404178584,-0.214837813462342,0.214837813462342,0.231015341991508,-0.311727399726368,0.311727399726368,0.0666069530047842,-0.1155914563518,-0.0557138462149531,-0.271809014184425,-0.401385192459904,0.401385192459904,0.0312593997066946,0.101981691912163,-0.101981691912163,-0.0303772422564093,-0.0306621705403723,0.0282142277207782,-0.742488510534645,-0.0509557261356496,-0.0475032553862617,0.0823067260415178,-0.070561335118019,-0.489619313080557,-0.649156269768161,0.53873546776377,-0.240647214196581,0.710386610519982,-0.67313422580198,0.518063813372021,-0.157904719136799,-0.351474521304478,0.253038035388591,-0.415140851305146,2.00238173997681,0.697364244650858,-0.230932471104534,-0.179256090960913,0.331589257722238
-0.0733120241157943,-0.111429238337299,-0.0307292572367039,-0.0177359614457508,-0.0323875421078942,-0.2158294699247,0.2158294699247,0.17342999823863,-0.279087669377645,0.279087669377645,-0.296773639256008,-0.088746300220736,0.301051707226061,-0.41966569104369,-0.368658604335179,0.368658604335179,-0.034907752059024,0.190389032258483,-0.190389032258483,-0.034455271337333,-0.0337816681773788,0.0296091571123378,-0.855340840821223,-0.0511967028840658,-0.0477837571783115,0.0827066720469735,-0.15359966094721,0.832810420380012,-2.11702046316627,-1.03213364667881,1.01034664369638,0.925339612309186,-0.748569917780793,1.27637282378388,-0.205993917981066,-0.537235480334537,0.294964936622483,-0.96594112900616,1.6433729809201,0.588994905152465,-0.230932471104534,-0.179256090960913,0.331589257722238
